missing,method,mean,std,min,max,median
0.01,rmean,0.3745554679193076,0.16420245443927853,0.13333147691920533,1.374345061221225,0.3473963058939994
0.01,last,0.344104432164905,0.13174292366829643,0.09392781227602577,1.0069112413495394,0.3199803889178431
0.01,next,0.34903526742271573,0.1384483976986752,0.09501990842914045,1.1625994688351815,0.3307500211323592
0.01,linear_interp,0.27505218303848594,0.12182389020006217,0.09666095600613873,1.0003038149413574,0.2526520314504168
0.01,quadratic_interp,0.6313372349088436,2.7752689398009136,0.11145002890390783,23.824390220959984,0.25479210796429486
0.01,spline,3862.34144624156,71165.55017706889,0.11620122579549792,1546593.121137776,0.25881562400017466
0.01,knn,0.2913842727193089,0.13448510404564618,0.09427079949511694,1.1431682439547224,0.2692819866224435
0.01,kalman,0.28496103802228756,0.13167011613691224,0.09712587915898059,1.0958108899106902,0.2611976669642012
0.01,matrix_estimation,0.31024689596874544,0.1366012543883688,0.10380198062647596,1.1568628340343141,0.2813906095298415
0.01,arima,0.34636768305754495,0.18533592414256064,0.14049551192164403,2.6741794831443357,0.31494873789007
0.05,rmean,0.4140564470779535,0.33313553412298,0.2359119214461179,4.8860435968743365,0.3668059741992278
0.05,last,0.34642171272663475,0.05894870707528236,0.22077741224833478,0.5461617549128464,0.3405235986087421
0.05,next,0.35347267680143385,0.06548619021052605,0.2151072282886529,0.5977638481642308,0.34240097390675733
0.05,linear_interp,0.27670705965313147,0.056208817268740226,0.15793911427419027,0.49303727157514105,0.2675575584512283
0.05,quadratic_interp,0.4187678543361393,0.8415154373571797,0.16148726400787744,9.668456131568027,0.2790201105928438
0.05,spline,555384.0637775061,12404669.371085647,0.15720982529468597,277654706.6724578,0.2839046402015516
0.05,knn,0.29068185185325457,0.06046367780141744,0.17371804580266678,0.5237030047752119,0.2822067621111125
0.05,kalman,0.28471818047188613,0.06005489898032817,0.15732615740605224,0.5036609955271283,0.27661730345646574
0.05,matrix_estimation,0.3149308753366704,0.06271097784645559,0.18928735350552495,0.6184543395211853,0.30274361472629513
0.05,arima,0.3800887835525801,0.12853483651944791,0.21505792368513119,1.417053788299178,0.35130855855740384
0.1,rmean,0.5657631614340627,0.6598490243862606,0.26918408223758267,7.5892078470713775,0.39882792578256465
0.1,last,0.3506166083946518,0.03916992161535545,0.23944143692430087,0.519194136090719,0.34949377840128326
0.1,next,0.358779487094944,0.04356672716883149,0.2581145461656546,0.500729362432231,0.3503488250152953
0.1,linear_interp,0.28164800158135267,0.03676482410493434,0.1961113674714013,0.428815613705873,0.2781721858241318
0.1,quadratic_interp,0.5474479536367484,0.7632314507681824,0.21473715812665517,4.792465551766827,0.30030456712266135
0.1,spline,166312.4313498894,2513970.461876573,0.21805991757929935,40703164.042510904,0.30228809953588265
0.1,knn,0.2957541198458914,0.03897185022323324,0.20651007845624642,0.42836848694506713,0.2920358946784499
0.1,kalman,0.28885814033074564,0.038611784652382006,0.20701540555024975,0.42412188616946667,0.28424628090170534
0.1,matrix_estimation,0.3232730626400301,0.04245466153586902,0.22857827905972536,0.5017548766680173,0.3184433023306791
0.1,arima,0.38516487930083315,0.11917607940159908,0.2252411163497809,1.277967926470281,0.35071608298510226
0.15,rmean,0.8055251784762479,0.8230212565861513,0.2965010969190082,7.359751408228268,0.5499194291148792
0.15,last,0.3566194432213129,0.033513109032443464,0.258646950272941,0.5070936879097486,0.3540144874687018
0.15,next,0.36181117535101415,0.0379236491993762,0.2793607340369428,0.48117462751753526,0.35814012550024765
0.15,linear_interp,0.28655180415278125,0.03231157207050935,0.20899893999538458,0.390624851838731,0.2849931286963021
0.15,quadratic_interp,0.5735322436587992,0.7043159697116178,0.227734403600452,3.961361816349316,0.30835145305690403
0.15,spline,14.342238837599156,216.30123228188185,0.232341235111677,4173.057108499155,0.31026599693438117
0.15,knn,0.299788732265739,0.034140283902493296,0.21492893850564004,0.4134369575780613,0.2965008437712302
0.15,kalman,0.29292999263230035,0.033689625453892265,0.21006931335486176,0.3976210017104631,0.2906845663545072
0.15,matrix_estimation,0.33273181987444445,0.04021536291942495,0.23749965677783705,0.5221650061409593,0.3277323229067486
0.15,arima,0.3969332548578675,0.13486047653197195,0.26687064413880934,1.259663389683231,0.3563565788642631
0.2,rmean,1.1322047845882783,1.082715735508845,0.3383356616358318,9.152193663525914,0.7724266392550607
0.2,last,0.3581925361358487,0.030104716568607002,0.272877814050529,0.4675791190442907,0.3557100091974599
0.2,next,0.367212307193401,0.03356449453302372,0.2825198794467813,0.4922320914450459,0.365386591075723
0.2,linear_interp,0.28955128490509957,0.028532167506981537,0.21308382044437574,0.4000675011624494,0.28734881996525735
0.2,quadratic_interp,0.581096463948442,0.6127790958949955,0.23251631535798503,3.231158195635073,0.31588556183010275
0.2,spline,680.6624285072342,11703.76473381528,0.23712189485596002,246141.1346387511,0.3186480035011413
0.2,knn,0.30273813425437035,0.02967576152314219,0.2278508123065449,0.42202223936750977,0.3017076944254419
0.2,kalman,0.2953265778555517,0.029271657725882184,0.21331212192034388,0.40760107234427995,0.2932947693163439
0.2,matrix_estimation,0.34186853922601546,0.036580761550414995,0.2635690988245735,0.48332668528048534,0.3371775296717734
0.2,arima,0.399083773499314,0.12445341731241247,0.2600797428124599,1.2709022887181054,0.36275240577920387
0.25,rmean,1.4414459600347413,1.0443382287363863,0.37792191460474206,6.326862319973507,1.1359626340136861
0.25,last,0.3646010603551785,0.026242944610385305,0.29504061854487207,0.4784282030470883,0.36407884986353667
0.25,next,0.37255637753105725,0.028635278146614658,0.3076808803437555,0.46684430362433726,0.370713573473865
0.25,linear_interp,0.2951012796900534,0.02429152231449062,0.2338156425528792,0.39908800199896843,0.2941276787051964
0.25,quadratic_interp,0.5832310943591532,0.5357911385454728,0.26837616652840973,2.755472634181953,0.32720487433032225
0.25,spline,1.204986561522973,9.55009018742053,0.2738484994043585,169.98017301154104,0.3294923133837263
0.25,knn,0.3074901458711581,0.0256394903450242,0.24283398058129507,0.41440996140197695,0.3061242575251021
0.25,kalman,0.30047016545442035,0.025461177081048017,0.23965551735625648,0.4080376116640163,0.2994217592602222
0.25,matrix_estimation,0.3553535138578856,0.03644624336934386,0.27669489422041216,0.48372595877020275,0.3493374118502841
0.25,arima,0.39708319386291635,0.11574758020669286,0.28392518815920886,0.949170212763874,0.35816887617274806
